id,meetings,crosslists,max_capacity,longname,identifier,instructor,weight,external_url,slug,assigned_students,waitlisted_students,is_locked,is_required,target_capacity,description,allow_pass_fail,allow_student_add_drop
30577,"[{'id': 38661, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}, {'id': 38662, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38663, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-04', 'enddate': '2022-02-04'}, {'id': 38664, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38665, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-18', 'enddate': '2022-02-18'}, {'id': 38666, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38667, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-04', 'enddate': '2022-03-04'}, {'id': 38668, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38669, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-11', 'enddate': '2022-03-11'}, {'id': 38670, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38671, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-25', 'enddate': '2022-03-25'}, {'id': 38672, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}]",[],42.0,(EMBA-NY Friday/Saturday Electives) Napoleon's Glance,MGMTB7514-001-20221-EMBA,William Duggan,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7514-001,MGMTB7514-001-20221-EMBA,42,0,True,False,42,In-person,False,True
30578,"[{'id': 37378, 'location': 'Geffen 420', 'day': 5, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],25.0,(PhD - A Term) MS Customer Management,MRKTB9656-001-20221-MSPHD,Kinshuk Jerath,1.5,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9656-001,MRKTB9656-001-20221-MSPHD,11,0,True,False,25,In-person.,False,True
30579,"[{'id': 37379, 'location': 'Geffen 440', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:30:00', 'startdate': '2022-01-18', 'enddate': '2022-01-20'}, {'id': 37380, 'location': 'Geffen 440', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:30:00', 'startdate': '2022-01-18', 'enddate': '2022-01-20'}, {'id': 37381, 'location': 'Geffen 440', 'day': 4, 'starttime': '08:30:00', 'endtime': '13:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-20'}]",[],36.0,(MBA - Half Block Week 1 - TWR) Immersive Teamwork,MGMTB8592-001-20221-MBA,Daniel Ames,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8592-001,MGMTB8592-001-20221-MBA,36,0,False,False,36,In-person. In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30580,"[{'id': 37382, 'location': 'Geffen 440', 'day': 4, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],29.0,(MBA - Full Term) Global Immersion: Doing Business in Brazil - Challenges & Opportunities,BUSIB8714-001-20221-MBA,Medini Singh,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8714-001,BUSIB8714-001-20221-MBA,29,0,False,False,29,In-person,False,True
30581,"[{'id': 37383, 'location': 'Kravis 630', 'day': 1, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],20.0,(PhD - Full Term) OT Seminar: Special Topics in OT,MGMTB9525-001-20221-MSPHD,Mabel Abraham,3.0,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9525-001,MGMTB9525-001-20221-MSPHD,7,0,True,False,20,In-person,False,True
30582,"[{'id': 37915, 'location': '', 'day': 7, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-20', 'enddate': '2022-03-20'}, {'id': 37916, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-21', 'enddate': '2022-03-21'}, {'id': 37917, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-22', 'enddate': '2022-03-22'}, {'id': 37918, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-23', 'enddate': '2022-03-23'}, {'id': 37919, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-24', 'enddate': '2022-03-24'}]",[],50.0,"(EMBA - Global Block Week) Managing Brands, Identity & Experience",MRKTB7621-100-20221-EMBA,Bernd Schmitt,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7621-100,MRKTB7621-100-20221-EMBA,30,0,True,False,50,In-person,False,True
30583,"[{'id': 37384, 'location': 'Kravis 880', 'day': 1, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],36.0,(MBA - A Term) Launch Your Startup II,MRKTB8506-001-20221-MBA,Robert Morais,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8506-001,MRKTB8506-001-20221-MBA,21,0,True,False,36,In-person,False,True
30584,"[{'id': 37385, 'location': 'Geffen 390', 'day': 4, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],72.0,(MBA - B Term) Food Entrepreneurship (Half Term) 1.5 Credits,MGMTB8532-001-20221-MBA,Stephen Zagor,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8532-001,MGMTB8532-001-20221-MBA,72,0,False,False,72,In-person,False,True
30585,"[{'id': 38470, 'location': '', 'day': 3, 'starttime': '13:00:00', 'endtime': '17:00:00', 'startdate': '2022-04-27', 'enddate': '2022-04-27'}, {'id': 38471, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-04-28', 'enddate': '2022-04-28'}, {'id': 38472, 'location': '', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-04-29', 'enddate': '2022-04-29'}]",[],50.0,(EMBA - Global Block Week) Building Internet Businesses for Consumer Markets,MRKTB7614-100-20221-EMBA,,1.5,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7614-100,MRKTB7614-100-20221-EMBA,43,0,True,False,50,In-person,False,True
30586,"[{'id': 37386, 'location': 'Geffen 570', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],43.0,(MBA - Full Term) Managerial Negotiations,MGMTB8510-004-20221-MBA,Shai Davidai,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8510-004,MGMTB8510-004-20221-MBA,43,0,False,False,43,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30587,"[{'id': 37387, 'location': 'Geffen 420', 'day': 2, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],48.0,(MBA - B Term) Equity Analyst Toolkit,FINCB8311-001-20221-MBA,Michael Kimpel,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8311-001,FINCB8311-001-20221-MBA,48,0,False,False,48,In-person,False,True
30588,"[{'id': 37388, 'location': 'Kravis 840', 'day': 1, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37389, 'location': 'Kravis 840', 'day': 3, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],72.0,(MBA - B Term) People Analytics and Strategy,MGMTB8590-001-20221-MBA,Bo Cowgill,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8590-001,MGMTB8590-001-20221-MBA,72,0,False,False,72,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30589,"[{'id': 37390, 'location': 'Geffen 540', 'day': 2, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],38.0,(MBA - A Term) Building the Sales Machine,MRKTB8694-001-20221-MBA,"Michael Brown,Beth Kinerk",1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8694-001,MRKTB8694-001-20221-MBA,38,0,False,False,38,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30590,"[{'id': 37391, 'location': 'Geffen 540', 'day': 2, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],5.0,(MBA - A Term) Building the Sales Machine,MRKTB8694-001-20221-MSPHD,"Michael Brown,Beth Kinerk",1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8694-001,MRKTB8694-001-20221-MSPHD,5,0,True,False,5,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30591,"[{'id': 37392, 'location': 'Geffen 540', 'day': 2, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],5.0,(MBA - A Term) Building the Sales Machine,MRKTB8694-001-20221-MSBA,"Michael Brown,Beth Kinerk",1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8694-001,MRKTB8694-001-20221-MSBA,5,0,True,False,5,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30592,"[{'id': 37393, 'location': 'Kravis 440', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37394, 'location': 'Kravis 440', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37395, 'location': 'Kravis 440', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37396, 'location': 'Kravis 440', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37397, 'location': 'Kravis 440', 'day': 6, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}]",[],56.0,(MBA - Block Week - TWRFS) Economics of Strategic Behavior,BUECB8216-003-20221-MBA,Jacopo Perego,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8216-003,BUECB8216-003-20221-MBA,56,0,False,False,56,In-person,False,True
30593,"[{'id': 37398, 'location': 'Kravis 690', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37399, 'location': 'Kravis 690', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37400, 'location': 'Kravis 690', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37401, 'location': 'Kravis 690', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}, {'id': 37402, 'location': 'Kravis 690', 'day': 6, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-01-18', 'enddate': '2022-01-22'}]",[],59.0,(MBA - Block Week - TWRFS) Digital Marketing,MRKTB8679-001-20221-MBA,Kinshuk Jerath,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8679-001,MRKTB8679-001-20221-MBA,59,0,False,False,59,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30594,"[{'id': 37403, 'location': 'Geffen 540', 'day': 2, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],50.0,(PhD - B Term) (PhD) Financial Econometrics: Panel Data,FINCB9326-001-20221-MSPHD,Xavier Giroud,1.5,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9326-001,FINCB9326-001-20221-MSPHD,26,0,True,False,50,In-person,False,True
30595,"[{'id': 37404, 'location': 'Kravis 490', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],50.0,(PhD - Full Term) Empirical Corporate Finance,FINCB9329-001-20221-MSPHD,Xavier Giroud,3.0,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9329-001,FINCB9329-001-20221-MSPHD,12,0,True,False,50,In-person,False,True
30596,"[{'id': 37405, 'location': 'Geffen 440', 'day': 2, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37406, 'location': 'Geffen 440', 'day': 4, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],48.0,(MBA - B Term) Entrepreneurship Through Acquisition,MGMTB8523-001-20221-MBA,Carlos Gila,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8523-001,MGMTB8523-001-20221-MBA,48,0,False,False,48,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30597,"[{'id': 37407, 'location': 'Geffen 390', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],43.0,(MBA - Full Term) Fundamentals of Governance,MGMTB8575-001-20221-MBA,Bruce Kogut,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8575-001,MGMTB8575-001-20221-MBA,33,0,False,False,43,In-person,False,True
30598,"[{'id': 37408, 'location': 'Kravis 410', 'day': 1, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],28.0,(PhD - Full Term) Information In Financial Markets,FINCB9335-001-20221-MSPHD,Laura Veldkamp,3.0,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9335-001,FINCB9335-001-20221-MSPHD,15,0,True,False,28,In-person,False,True
30599,"[{'id': 37409, 'location': 'Geffen 420', 'day': 1, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],30.0,(PhD - A Term) Financial Intermediation,FINCB9333-001-20221-MSPHD,Giorgia Piacentino,1.5,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9333-001,FINCB9333-001-20221-MSPHD,8,0,True,False,30,In-person,False,True
30600,"[{'id': 37410, 'location': 'Geffen 640', 'day': 3, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],45.0,(MBA - A Term) Foundations of VC (Half Term),FINCB8439-002-20221-MBA,Angela Lee,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8439-002,FINCB8439-002-20221-MBA,45,0,True,False,45,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30601,"[{'id': 37411, 'location': 'Geffen 640', 'day': 3, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],5.0,(MBA - A Term) Foundations of VC (Half Term),FINCB8439-002-20221-EMBA,Angela Lee,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8439-002,FINCB8439-002-20221-EMBA,5,0,True,False,5,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30602,"[{'id': 37412, 'location': 'Kravis 880', 'day': 1, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37413, 'location': 'Kravis 880', 'day': 3, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],46.0,(MBA - B Term) Project Finance: Principles and Application to Emerging Markets,FINCB8452-001-20221-MBA,Paul Clifford,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8452-001,FINCB8452-001-20221-MBA,40,0,False,False,46,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30603,"[{'id': 37414, 'location': 'Kravis 880', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],45.0,(MBA - Full Term) Financial Statement Analysis and Valuation,ACCTB8009-001-20221-MBA,Thomas Bourveau,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8009-001,ACCTB8009-001-20221-MBA,45,0,False,False,45,In-person,False,True
30604,"[{'id': 37415, 'location': 'Kravis 420', 'day': 2, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],64.0,(MBA - A Term) Distressed Real Estate Investing,FINCB8469-001-20221-MBA,"Ron Kravit,David Sherman",1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8469-001,FINCB8469-001-20221-MBA,48,0,True,False,64,In-person,False,True
30605,"[{'id': 37416, 'location': 'Geffen 430', 'day': 2, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],25.0,(PhD - B Term) (PhD) Finance Pre-Thesis Seminar,FINCB9305-001-20221-MSPHD,Suresh Sundaresan,1.5,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9305-001,FINCB9305-001-20221-MSPHD,2,0,True,False,25,In-person,False,True
30606,"[{'id': 37417, 'location': 'Geffen 640', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],50.0,(PhD - A Term) (PhD) Financial Econometrics: Time series,FINCB9325-001-20221-MSPHD,Geert Bekaert,1.5,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9325-001,FINCB9325-001-20221-MSPHD,23,0,True,False,50,In-person,False,True
30607,"[{'id': 37418, 'location': 'Geffen 590', 'day': 2, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37419, 'location': 'Geffen 590', 'day': 4, 'starttime': '17:40:00', 'endtime': '19:10:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],100.0,(MBA - B Term) Value Investing with Legends,FINCB8378-001-20221-MBA,Jesus (Tano) Santos,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8378-001,FINCB8378-001-20221-MBA,54,0,False,False,100,In-person,False,True
30608,"[{'id': 37420, 'location': 'Geffen 390', 'day': 1, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37421, 'location': 'Geffen 390', 'day': 3, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],67.0,(MBA - B Term) Derivatives,FINCB8309-001-20221-MBA,Mark Zurack,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8309-001,FINCB8309-001-20221-MBA,26,0,True,False,67,In-person,False,True
30609,"[{'id': 37422, 'location': 'Kravis 410', 'day': 2, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37423, 'location': 'Kravis 410', 'day': 4, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],50.0,(PhD - B Term) Microstructure Theory,FINCB9330-001-20221-MSPHD,Lawrence Glosten,1.5,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9330-001,FINCB9330-001-20221-MSPHD,18,0,True,False,50,In-person,False,True
30610,"[{'id': 37424, 'location': 'Geffen 540', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],40.0,(PhD - Full Term) Big Data In Finance,FINCB9334-001-20221-MSPHD,Harry Mamaysky,3.0,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9334-001,FINCB9334-001-20221-MSPHD,23,0,True,False,40,In-person,False,True
